source_cell,edition,table,state,size_class,metric,comparison,axis,group1,group2,n_items_total,n_items_train,n_items_validation,n_items_test,frozen_condition,frozen_gold_letter,page_or_sheet,source_url_or_doc_hash,extraction_method,units,denominator_or_stratum,group1_value,group2_value,notes,verification_status,checker,checked_date,second_checker,adjudicated_date,discrepancy_type,recomputed_condition,recomputed_gold,agrees_with_frozen
AgCensus2015-16 T2-4 Uttarakhand/All Classes/number/SCvsOthers,AgCensus2015-16,T2-4,Uttarakhand,All Classes,number,SCvsOthers,social_group,Scheduled Castes,Other social groups,1,1,0,0,diff,b,"Tables 2-4, PDF pages 25,31,37",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw number of holdings in thousands,All-social-groups total for Uttarakhand/All Classes/number=881,14.0749148695,82.7468785471,raw SC=124; raw Others=729; construction fact=f00327; stored gap=68.67 pp,recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,diff,b,True
AgCensus2015-16 T2-4 Uttarakhand/All Classes/number/SCvsST,AgCensus2015-16,T2-4,Uttarakhand,All Classes,number,SCvsST,social_group,Scheduled Castes,Scheduled Tribes,1,1,0,0,diff,a,"Tables 2-4, PDF pages 25,31,37",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw number of holdings in thousands,All-social-groups total for Uttarakhand/All Classes/number=881,14.0749148695,3.1782065834,raw SC=124; raw ST=28; construction fact=f00326; stored gap=10.9 pp,recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,diff,a,True
AgCensus2015-16 T2-4 Uttarakhand/All Classes/number/STvsOthers,AgCensus2015-16,T2-4,Uttarakhand,All Classes,number,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,1,0,0,diff,b,"Tables 2-4, PDF pages 25,31,37",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw number of holdings in thousands,All-social-groups total for Uttarakhand/All Classes/number=881,3.1782065834,82.7468785471,raw ST=28; raw Others=729; construction fact=f00328; stored gap=79.57 pp,recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,diff,b,True
AgCensus2015-16 T2-4 Uttarakhand/All/number/MarginalvsLarge,AgCensus2015-16,T2-4,Uttarakhand,All,number,MarginalvsLarge,landholding,marginal holdings,large holdings,1,1,0,0,diff,a,"Table 2, PDF pages 25,26,30",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw number of holdings in thousands,All Classes total for Uttarakhand/All/number=881,74.8013620885,0.1135073780,raw Marginal=659; raw Large=1; construction fact=f00959; stored gap=74.69 pp,recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,diff,a,True
AgCensus2015-16 T2-4 Uttarakhand/All/number/MarginalvsMedium,AgCensus2015-16,T2-4,Uttarakhand,All,number,MarginalvsMedium,landholding,marginal holdings,medium holdings,1,1,0,0,diff,a,"Table 2, PDF pages 25,26,29",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw number of holdings in thousands,All Classes total for Uttarakhand/All/number=881,74.8013620885,1.5891032917,raw Marginal=659; raw Medium=14; construction fact=f00958; stored gap=73.21 pp,recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,diff,a,True
AgCensus2015-16 T2-4 Uttarakhand/All/number/MarginalvsSemi-medium,AgCensus2015-16,T2-4,Uttarakhand,All,number,MarginalvsSemi-medium,landholding,marginal holdings,semi-medium holdings,1,1,0,0,diff,a,"Table 2, PDF pages 25,26,28",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw number of holdings in thousands,All Classes total for Uttarakhand/All/number=881,74.8013620885,6.5834279228,raw Marginal=659; raw Semi-medium=58; construction fact=f00957; stored gap=68.22 pp,recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,diff,a,True
AgCensus2015-16 T2-4 Uttarakhand/All/number/MarginalvsSmall,AgCensus2015-16,T2-4,Uttarakhand,All,number,MarginalvsSmall,landholding,marginal holdings,small holdings,1,0,0,1,diff,a,"Table 2, PDF pages 25,26,27",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw number of holdings in thousands,All Classes total for Uttarakhand/All/number=881,74.8013620885,16.9125993190,raw Marginal=659; raw Small=149; construction fact=f00956; stored gap=57.89 pp,recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,diff,a,True
AgCensus2015-16 T2-4 Uttarakhand/All/number/Semi-mediumvsMedium,AgCensus2015-16,T2-4,Uttarakhand,All,number,Semi-mediumvsMedium,landholding,semi-medium holdings,medium holdings,4,0,4,0,equal,c,"Table 2, PDF pages 25,28,29",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw number of holdings in thousands,All Classes total for Uttarakhand/All/number=881,6.5834279228,1.5891032917,raw Semi-medium=58; raw Medium=14; construction fact=f00963; stored gap=4.99 pp,recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,equal,c,True
AgCensus2015-16 T2-4 Uttarakhand/All/number/SmallvsLarge,AgCensus2015-16,T2-4,Uttarakhand,All,number,SmallvsLarge,landholding,small holdings,large holdings,1,0,0,1,diff,a,"Table 2, PDF pages 25,27,30",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw number of holdings in thousands,All Classes total for Uttarakhand/All/number=881,16.9125993190,0.1135073780,raw Small=149; raw Large=1; construction fact=f00962; stored gap=16.8 pp,recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,diff,a,True
AgCensus2015-16 T2-4 Uttarakhand/All/number/SmallvsMedium,AgCensus2015-16,T2-4,Uttarakhand,All,number,SmallvsMedium,landholding,small holdings,medium holdings,1,1,0,0,diff,a,"Table 2, PDF pages 25,27,29",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw number of holdings in thousands,All Classes total for Uttarakhand/All/number=881,16.9125993190,1.5891032917,raw Small=149; raw Medium=14; construction fact=f00961; stored gap=15.32 pp,recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,diff,a,True
AgCensus2015-16 T2-4 Uttarakhand/All/number/SmallvsSemi-medium,AgCensus2015-16,T2-4,Uttarakhand,All,number,SmallvsSemi-medium,landholding,small holdings,semi-medium holdings,1,0,0,1,diff,a,"Table 2, PDF pages 25,27,28",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw number of holdings in thousands,All Classes total for Uttarakhand/All/number=881,16.9125993190,6.5834279228,raw Small=149; raw Semi-medium=58; construction fact=f00960; stored gap=10.33 pp,recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,diff,a,True
AgCensus2015-16 T2-4 Uttarakhand/Marginal/number/SCvsST,AgCensus2015-16,T2-4,Uttarakhand,Marginal,number,SCvsST,social_group,Scheduled Castes,Scheduled Tribes,1,1,0,0,diff,a,"Tables 2-4, PDF pages 26,32,38",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw number of holdings in thousands,All-social-groups total for Uttarakhand/Marginal/number=659,16.5402124431,2.4279210926,raw SC=109; raw ST=16; construction fact=f00329; stored gap=14.11 pp,recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,diff,a,True
AgCensus2015-16 T2-4 Uttarakhand/Marginal/number/STvsOthers,AgCensus2015-16,T2-4,Uttarakhand,Marginal,number,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,1,0,0,diff,b,"Tables 2-4, PDF pages 26,32,38",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw number of holdings in thousands,All-social-groups total for Uttarakhand/Marginal/number=659,2.4279210926,81.0318664643,raw ST=16; raw Others=534; construction fact=f00331; stored gap=78.6 pp,recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,diff,b,True
AgCensus2015-16 T2-4 Uttarakhand/SC/number/MarginalvsLarge,AgCensus2015-16,T2-4,Uttarakhand,SC,number,MarginalvsLarge,landholding,marginal holdings,large holdings,1,0,0,1,diff,a,"Table 3, PDF pages 31,32,36",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw number of holdings in thousands,All Classes total for Uttarakhand/SC/number=124,87.9032258065,0.0000000000,raw Marginal=109; raw Large=0; construction fact=f01109; stored gap=87.9 pp,recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,diff,a,True
AgCensus2015-16 T2-4 Uttarakhand/SC/number/MarginalvsMedium,AgCensus2015-16,T2-4,Uttarakhand,SC,number,MarginalvsMedium,landholding,marginal holdings,medium holdings,1,0,0,1,diff,a,"Table 3, PDF pages 31,32,35",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw number of holdings in thousands,All Classes total for Uttarakhand/SC/number=124,87.9032258065,0.0000000000,raw Marginal=109; raw Medium=0; construction fact=f01108; stored gap=87.9 pp,recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,diff,a,True
AgCensus2015-16 T2-4 Uttarakhand/SC/number/MarginalvsSemi-medium,AgCensus2015-16,T2-4,Uttarakhand,SC,number,MarginalvsSemi-medium,landholding,marginal holdings,semi-medium holdings,1,0,0,1,diff,a,"Table 3, PDF pages 31,32,34",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw number of holdings in thousands,All Classes total for Uttarakhand/SC/number=124,87.9032258065,2.4193548387,raw Marginal=109; raw Semi-medium=3; construction fact=f01107; stored gap=85.48 pp,recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,diff,a,True
AgCensus2015-16 T2-4 Uttarakhand/SC/number/MarginalvsSmall,AgCensus2015-16,T2-4,Uttarakhand,SC,number,MarginalvsSmall,landholding,marginal holdings,small holdings,1,0,0,1,diff,a,"Table 3, PDF pages 31,32,33",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw number of holdings in thousands,All Classes total for Uttarakhand/SC/number=124,87.9032258065,8.8709677419,raw Marginal=109; raw Small=11; construction fact=f01106; stored gap=79.03 pp,recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,diff,a,True
AgCensus2015-16 T2-4 Uttarakhand/ST/area/MarginalvsSmall,AgCensus2015-16,T2-4,Uttarakhand,ST,area,MarginalvsSmall,landholding,marginal operated area,small operated area,1,1,0,0,equal,c,"Table 4, PDF pages 37,38,39",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw operated area in thousand hectares,All Classes total for Uttarakhand/ST/area=46,13.0434782609,13.0434782609,raw Marginal=6; raw Small=6; construction fact=f01960; stored gap=0.0 pp,recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,equal,c,True
AgCensus2015-16 T2-4 Uttarakhand/ST/number/MarginalvsMedium,AgCensus2015-16,T2-4,Uttarakhand,ST,number,MarginalvsMedium,landholding,marginal holdings,medium holdings,1,0,0,1,diff,a,"Table 4, PDF pages 37,38,41",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw number of holdings in thousands,All Classes total for Uttarakhand/ST/number=28,57.1428571429,10.7142857143,raw Marginal=16; raw Medium=3; construction fact=f01308; stored gap=46.43 pp,recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,diff,a,True
AgCensus2015-16 T2-4 Uttarakhand/ST/number/MarginalvsSemi-medium,AgCensus2015-16,T2-4,Uttarakhand,ST,number,MarginalvsSemi-medium,landholding,marginal holdings,semi-medium holdings,1,1,0,0,diff,a,"Table 4, PDF pages 37,38,40",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw number of holdings in thousands,All Classes total for Uttarakhand/ST/number=28,57.1428571429,17.8571428571,raw Marginal=16; raw Semi-medium=5; construction fact=f01307; stored gap=39.29 pp,recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,diff,a,True
AgCensus2015-16 T2-4 Uttarakhand/ST/number/MarginalvsSmall,AgCensus2015-16,T2-4,Uttarakhand,ST,number,MarginalvsSmall,landholding,marginal holdings,small holdings,1,1,0,0,diff,a,"Table 4, PDF pages 37,38,39",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw number of holdings in thousands,All Classes total for Uttarakhand/ST/number=28,57.1428571429,14.2857142857,raw Marginal=16; raw Small=4; construction fact=f01306; stored gap=42.86 pp,recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,diff,a,True
AgCensus2015-16 T2-4 Uttarakhand/ST/number/SmallvsMedium,AgCensus2015-16,T2-4,Uttarakhand,ST,number,SmallvsMedium,landholding,small holdings,medium holdings,4,4,0,0,equal,c,"Table 4, PDF pages 37,39,41",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw number of holdings in thousands,All Classes total for Uttarakhand/ST/number=28,14.2857142857,10.7142857143,raw Small=4; raw Medium=3; construction fact=f01311; stored gap=3.57 pp,recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,equal,c,True
AgCensus2015-16 T2-4 Uttarakhand/ST/number/SmallvsSemi-medium,AgCensus2015-16,T2-4,Uttarakhand,ST,number,SmallvsSemi-medium,landholding,small holdings,semi-medium holdings,3,3,0,0,equal,c,"Table 4, PDF pages 37,39,40",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw number of holdings in thousands,All Classes total for Uttarakhand/ST/number=28,14.2857142857,17.8571428571,raw Small=4; raw Semi-medium=5; construction fact=f01310; stored gap=3.57 pp,recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,equal,c,True
AgCensus2015-16 T2-4 Uttarakhand/Semi-medium/area/SCvsST,AgCensus2015-16,T2-4,Uttarakhand,Semi-medium,area,SCvsST,social_group,Scheduled Castes,Scheduled Tribes,1,1,0,0,equal,c,"Tables 2-4, PDF pages 28,34,40",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw operated area in thousand hectares,All-social-groups total for Uttarakhand/Semi-medium/area=156,5.1282051282,8.3333333333,raw SC=8; raw ST=13; construction fact=f00728; stored gap=3.21 pp,recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,equal,c,True
AgCensus2015-16 T2-4 Uttarakhand/Semi-medium/number/SCvsOthers,AgCensus2015-16,T2-4,Uttarakhand,Semi-medium,number,SCvsOthers,social_group,Scheduled Castes,Other social groups,1,1,0,0,diff,b,"Tables 2-4, PDF pages 28,34,40",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw number of holdings in thousands,All-social-groups total for Uttarakhand/Semi-medium/number=58,5.1724137931,86.2068965517,raw SC=3; raw Others=50; construction fact=f00333; stored gap=81.03 pp,recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,diff,b,True
AgCensus2015-16 T2-4 Uttarakhand/Semi-medium/number/SCvsST,AgCensus2015-16,T2-4,Uttarakhand,Semi-medium,number,SCvsST,social_group,Scheduled Castes,Scheduled Tribes,8,0,0,8,equal,c,"Tables 2-4, PDF pages 28,34,40",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw number of holdings in thousands,All-social-groups total for Uttarakhand/Semi-medium/number=58,5.1724137931,8.6206896552,raw SC=3; raw ST=5; construction fact=f00332; stored gap=3.45 pp,recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,equal,c,True
AgCensus2015-16 T2-4 Uttarakhand/Semi-medium/number/STvsOthers,AgCensus2015-16,T2-4,Uttarakhand,Semi-medium,number,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,1,0,0,diff,b,"Tables 2-4, PDF pages 28,34,40",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw number of holdings in thousands,All-social-groups total for Uttarakhand/Semi-medium/number=58,8.6206896552,86.2068965517,raw ST=5; raw Others=50; construction fact=f00334; stored gap=77.59 pp,recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,diff,b,True
AgCensus2015-16 T2-4 Uttarakhand/Small/area/SCvsST,AgCensus2015-16,T2-4,Uttarakhand,Small,area,SCvsST,social_group,Scheduled Castes,Scheduled Tribes,1,0,0,1,equal,c,"Tables 2-4, PDF pages 27,33,39",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw operated area in thousand hectares,All-social-groups total for Uttarakhand/Small/area=206,7.2815533981,2.9126213592,raw SC=15; raw ST=6; construction fact=f00731; stored gap=4.37 pp,recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,equal,c,True
AgCensus2015-16 T2-4 Uttarakhand/Small/number/SCvsOthers,AgCensus2015-16,T2-4,Uttarakhand,Small,number,SCvsOthers,social_group,Scheduled Castes,Other social groups,1,0,0,1,diff,b,"Tables 2-4, PDF pages 27,33,39",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw number of holdings in thousands,All-social-groups total for Uttarakhand/Small/number=149,7.3825503356,89.9328859060,raw SC=11; raw Others=134; construction fact=f00336; stored gap=82.55 pp,recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,diff,b,True
AgCensus2015-16 T2-4 Uttarakhand/Small/number/SCvsST,AgCensus2015-16,T2-4,Uttarakhand,Small,number,SCvsST,social_group,Scheduled Castes,Scheduled Tribes,8,0,0,8,equal,c,"Tables 2-4, PDF pages 27,33,39",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw number of holdings in thousands,All-social-groups total for Uttarakhand/Small/number=149,7.3825503356,2.6845637584,raw SC=11; raw ST=4; construction fact=f00335; stored gap=4.7 pp,recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,equal,c,True
AgCensus2015-16 T2-4 Uttarakhand/Small/number/STvsOthers,AgCensus2015-16,T2-4,Uttarakhand,Small,number,STvsOthers,social_group,Scheduled Tribes,Other social groups,1,1,0,0,diff,b,"Tables 2-4, PDF pages 27,33,39",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw number of holdings in thousands,All-social-groups total for Uttarakhand/Small/number=149,2.6845637584,89.9328859060,raw ST=4; raw Others=134; construction fact=f00337; stored gap=87.25 pp,recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,diff,b,True
AgCensus2015-16 T2-4 West Bengal/All Classes/number/SCvsOthers,AgCensus2015-16,T2-4,West Bengal,All Classes,number,SCvsOthers,social_group,Scheduled Castes,Other social groups,1,1,0,0,diff,b,"Tables 2-4, PDF pages 25,31,37",https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,archived a1_extract.py/a1b_gender.py; shares independently recomputed from numeric CSV,percentage share (0-100); raw number of holdings in thousands,All-social-groups total for West Bengal/All Classes/number=7243,24.8239679691,66.8921717520,raw SC=1798; raw Others=4845; construction fact=f00339; stored gap=42.07 pp,recomputed_from_archived_official_report,deterministic_source_reconstruction_v1,2026-09-13,,,,diff,b,True
